"","rowname","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","condition","TFH","GC","HumoralImmunity","GC_TFs","TF_TFs","GCZones","cd40Signaling","nfkbactivation","ProliferationdarkZoneBcells","otherMarkers","calciumsignaling","BCRgenes","memoryBcells"
"1","CRP",2.64459269236234e-241,5.67689342163369,0.978,0.253,3.97297160173594e-237,"Glul_RejectorDSA",NA,NA,"HumoralImmunity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","APOA1",1.21433078484424e-229,-1.10794087323783,1,1,1.82428913807151e-225,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","SELENOP",6.19186106324922e-209,-0.845993950167105,1,1,9.30203287531931e-205,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","BHMT",2.09011423059121e-208,-1.48771187413495,0.984,1,3.13997860861718e-204,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","FKBP5",5.5297231893751e-208,-2.60789388387425,0.468,0.978,8.30730314739822e-204,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","SAA1",5.01566113358145e-191,2.21246677312856,1,0.959,7.53502772097941e-187,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","GSTM1",2.10744813332606e-190,-4.72504076554319,0.318,0.856,3.16601933069574e-186,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","IGHG3",4.2227710723441e-184,-5.82065061904901,0.051,0.734,6.34386898198254e-180,"Glul_RejectorDSA",NA,NA,"HumoralImmunity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","GPAM",8.19377931056843e-180,-2.07109725640076,0.617,0.982,1.2309514658267e-175,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","APOC1",3.96662064049821e-175,-0.622782381066413,1,1,5.95905418822046e-171,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","TTR",1.01851857720253e-173,-0.991063341129706,1,1,1.53012045853136e-169,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","GLUL",1.96527199302017e-170,-2.02214195037043,0.991,1,2.95242811511421e-166,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","FMO3",4.00857213750384e-170,-1.17092778269306,0.966,1,6.02207792217201e-166,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","SAA2",9.37391031242315e-169,2.76062347807342,1,0.952,1.40824254623533e-164,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","ERRFI1",9.55989679667546e-169,-1.92562378222921,0.576,0.981,1.43618329576455e-164,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","NNMT",9.91653135120525e-165,1.63440981513996,1,0.947,1.48976050489157e-160,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ACSL1",1.91208646283323e-163,-0.910330548597509,1,1,2.87252749311437e-159,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","TF",4.6936527221383e-161,-0.64365269256295,1,1,7.05127448446837e-157,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ZBTB16",2.97434086132324e-159,-3.82297956859767,0.084,0.715,4.46835227596591e-155,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","SCD",5.70256395315727e-159,-1.70209074423364,0.973,0.999,8.56696182682817e-155,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","MT1G",1.43432258973607e-158,1.5877363921989,1,0.996,2.1547828265605e-154,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","SCP2",3.80087463945951e-149,-0.78870905329976,0.999,1,5.71005397086003e-145,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","GATM",1.02561613549512e-147,-1.04158970502148,0.982,1,1.54078312035432e-143,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","CYP7A1",1.63335178140713e-142,-2.76119384935334,0.224,0.809,2.45378438120794e-138,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","IGKV4-1",7.23049757536798e-142,-4.48359646190968,0.072,0.653,1.08623765074753e-137,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","IGHM",3.33016051212141e-133,-2.67604155292082,0.273,0.825,5.00290013735999e-129,"Glul_RejectorDSA",NA,NA,"HumoralImmunity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","HP",1.78902766593426e-132,0.787464819781302,1,1,2.68765626253304e-128,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","ALDOB",2.67000829763185e-131,-0.671089889285327,1,1,4.01115346553233e-127,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","FGA",1.05254894093403e-127,0.824941855510522,1,1,1.5812442739652e-123,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","SULT2A1",1.03907572455286e-126,-0.748346467276963,1,1,1.56100346099576e-122,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","CYP2E1",1.4688785606134e-126,-0.852562060809841,1,1,2.20669626160951e-122,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","TNFSF14",5.38271436450464e-126,2.54417846164186,0.832,0.323,8.08645178979532e-122,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","CYP2C8",2.09619584592621e-120,-0.965103346332089,0.982,1,3.14911501933494e-116,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","FGG",1.11661238795592e-115,0.753997403335352,1,1,1.67748679042618e-111,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","DHCR24",3.17298627229528e-114,-1.00157353086348,0.92,0.997,4.76677727686921e-110,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","APOH",1.08863450064426e-110,-0.552083732262058,1,1,1.63545561031788e-106,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","AGT",2.47467216871729e-109,-0.698999926640135,1,1,3.71769999906399e-105,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","UPP2",3.15898803046392e-109,-3.58839723331269,0.066,0.554,4.74574771816595e-105,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ACSM5",1.29140857562066e-106,-1.10600582859601,0.853,0.985,1.94008310315492e-102,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","MT1H",6.07986911749035e-105,2.28814481623723,0.816,0.355,9.13378737520576e-101,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","C11orf54",3.38441151056491e-104,-1.11987047250424,0.81,0.981,5.08440141232166e-100,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","SERPINC1",5.65543479578576e-104,-0.639288223428498,1,1,8.49615969370895e-100,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","FBP1",1.50139585185679e-103,1.28749893973188,1,0.991,2.25554698824445e-99,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ECHS1",2.29700207276187e-103,-0.753328882808659,0.997,1,3.45078621391016e-99,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","A2M",3.54527356428447e-102,1.14610707526432,1,0.946,5.32606447562455e-98,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","APOC3",1.92948416559832e-101,-0.385493813182778,1,1,2.89866406197836e-97,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","SQSTM1",2.06915813909726e-101,0.91603888726069,1,1,3.10849627236581e-97,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","G0S2",5.24779209422783e-99,1.86439864881298,0.876,0.542,7.88375806315847e-95,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","IGKC",1.81654369434373e-97,-2.41159235637754,0.828,0.897,2.72899359201258e-93,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","CYP1A2",6.35071312300086e-96,-1.11415624872255,0.772,0.994,9.54067632468419e-92,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","MT1F",1.11625972864551e-92,1.41229531572416,0.928,0.652,1.67695699034416e-88,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","DDT",2.45349532624978e-91,-0.72147627697796,0.977,1,3.68588602862505e-87,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","IGHG1",9.35733405029636e-91,-1.7115842647383,0.345,0.772,1.40575229437602e-86,"Glul_RejectorDSA",NA,"GC","HumoralImmunity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","LBP",2.85199005526024e-90,1.09392711342585,0.999,0.972,4.28454466001746e-86,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","AMBP",4.44373286683687e-90,-0.379969930965182,1,1,6.67581988584903e-86,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","CMBL",4.111314064633e-89,-0.990636281881968,0.819,0.993,6.17642711929816e-85,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","DCXR",2.69190441031716e-87,-0.707693960684931,0.988,1,4.04404799561947e-83,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CYP3A43",3.98969695098176e-87,-1.88224366813085,0.28,0.743,5.99372172945989e-83,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","ALDH6A1",1.00373622162899e-86,-0.796402515358195,0.954,1,1.50791292575323e-82,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","HSPA8",1.22528172213536e-84,0.816315942402369,1,0.997,1.84074073116396e-80,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","CUX2",2.30908364938006e-84,-1.97981231262281,0.22,0.684,3.46893636646366e-80,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","CYP3A4",5.3999491976734e-82,-1.8305104879952,0.284,0.725,8.11234367966474e-78,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","AFM",5.23589962189936e-80,-0.700419644814731,0.986,1,7.86589200197941e-76,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","APOE",7.6152623046494e-80,-0.362844835630514,1,1,1.14404085602748e-75,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","GC",8.36768077477065e-80,-0.353284511909578,1,1,1.2570766827938e-75,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","PPP1R1A",3.12929909664293e-77,-1.07468980304625,0.821,0.931,4.70114603288667e-73,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","C7",3.89217702101369e-77,-1.64586953712777,0.497,0.843,5.84721753866886e-73,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ITIH2",4.78003489238944e-77,-0.434247338652568,1,1,7.18104641883666e-73,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","HSP90AA1",1.72669657478388e-76,0.774564400385981,0.997,0.984,2.59401626429783e-72,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","F5",4.75453744742538e-76,-0.847448035973445,0.903,0.975,7.14274160726715e-72,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","ASPG",1.04780806065388e-75,3.3517777906189,0.505,0.078,1.57412204952033e-71,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","SERPINA5",3.42987720077218e-75,-0.966355035192682,0.763,0.965,5.15270451872005e-71,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","MAP2K1",2.89987575019818e-73,-1.15760257181167,0.677,0.924,4.35648333952273e-69,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","SLC22A1",1.53698534676984e-72,-0.888619125669747,0.851,0.984,2.30901308645233e-68,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","CFB",1.53950948491945e-72,0.420674325745509,1,1,2.31280509919449e-68,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","SEC14L2",1.02230408983736e-70,-0.83259298015371,0.875,0.982,1.53580743416267e-66,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","AOX1",4.4665341795556e-70,-0.569034838359043,0.997,1,6.71007429794637e-66,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","DBI",6.06863209943553e-70,-0.606774082170652,0.99,0.999,9.11690600298199e-66,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","SLCO1B3",1.14544980892449e-69,-1.2943160393752,0.526,0.865,1.72080924794727e-65,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","TKFC",2.03797546618487e-69,-1.12986757928983,0.612,0.927,3.06165054284953e-65,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","CEBPA",5.38463775415802e-69,0.999017124374721,0.982,0.913,8.0893412980716e-65,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","TSKU",6.65514151146886e-69,-1.24983106843396,0.416,0.844,9.99801909267967e-65,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","IRF1",1.35418973074471e-68,1.74958795360105,0.775,0.435,2.03439923249778e-64,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ARG1",8.06561174202251e-67,-0.627566006115831,0.98,1,1.21169685200404e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","IL1RAP",1.84424529298797e-66,-1.39555276535937,0.377,0.787,2.77060970365582e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","FADS1",2.82065612485838e-66,-2.05688888054608,0.206,0.595,4.23747169637474e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","PFN1",2.82445968430904e-66,0.537680210388818,1,1,4.24318578373747e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","PRAP1",4.53333680378632e-66,-0.612156330929928,0.99,0.999,6.81043188032818e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","UGT1A9",5.16604944820544e-66,-1.62941912297002,0.273,0.68,7.76095608603904e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","FN1",6.40983905516634e-66,-0.422085483831123,1,1,9.62950121257639e-62,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","TAT",2.1487701357362e-65,-0.860320673159458,0.909,0.997,3.22809737491649e-61,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","C1orf21",2.66134210162863e-65,-1.609657996271,0.323,0.712,3.9981342392767e-61,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","C1orf226",7.1669885724921e-65,-3.02034101573806,0.067,0.41,1.07669669324549e-60,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","F12",1.73340068622381e-64,-0.735208492665818,0.936,0.987,2.60408785091403e-60,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","JCHAIN",2.97315359932001e-64,-1.82539025848371,0.274,0.665,4.46656865225846e-60,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","NR1I2",5.0369387457213e-64,-1.20614231763318,0.476,0.859,7.56699307769711e-60,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","RIDA",5.57666577094887e-64,-0.554318924581291,0.993,0.999,8.37782498769648e-60,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","CPB2",6.04562642621551e-64,-0.494789135171233,1,1,9.08234458010356e-60,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","CYP3A5",1.46461679127561e-63,-0.606958531016772,0.988,1,2.20029380553336e-59,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","SUSD3",2.21988764848535e-63,-2.17023083289476,0.146,0.523,3.33493721431954e-59,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","APOA2",3.11257700803089e-63,-0.295928696168377,1,1,4.67602443916481e-59,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","HJV",5.27058142859824e-63,-1.01836065160982,0.698,0.928,7.91799448018313e-59,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","SDS",8.00076862689946e-62,2.55221793094868,0.685,0.307,1.20195547081911e-57,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","PON1",9.13540768396332e-61,-0.647856330047264,0.949,0.997,1.37241229636181e-56,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","SH3PXD2A",1.11968319426194e-60,-1.50448620059887,0.299,0.695,1.68210006273971e-56,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","MPC1",1.8828855287474e-60,1.56502727411695,0.834,0.631,2.82865892983721e-56,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","UBE2L6",9.09989751938897e-60,1.23225695219157,0.823,0.512,1.3670776043378e-55,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","TMEM37",1.18781807268245e-59,-1.03899372263995,0.585,0.884,1.78445909059085e-55,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","SULT1E1",6.26032313106719e-59,-2.30281404107852,0.093,0.439,9.40488343980224e-55,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","SELENBP1",9.15643137615046e-59,-0.638895990498923,0.956,0.997,1.37557068563908e-54,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","ETNK2",1.84289962094062e-58,-1.23041890164782,0.462,0.808,2.76858810053909e-54,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","EMP2",2.8841798257909e-58,-1.60874536826325,0.23,0.615,4.33290335228566e-54,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","TMSB4X",6.28109711908728e-58,0.621596696305964,1,1,9.43609220200483e-54,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","EHHADH",1.10127266646137e-57,-0.893587225800926,0.76,0.924,1.65444192682492e-53,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","C4BPB",2.21213308200263e-57,0.695163802412666,0.988,0.956,3.32328752909254e-53,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","GALNT2",4.15511029683658e-57,1.50627749875229,0.796,0.562,6.2422221989376e-53,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","ARNTL",4.22113926254214e-57,-1.87070302844073,0.192,0.552,6.34141751411706e-53,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","HAMP",7.21233729804096e-57,5.42480392998616,0.359,0.034,1.08350943228469e-52,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","UGT2B10",9.89666769783854e-57,-0.704487435260382,0.877,0.987,1.48677638824628e-52,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","GAMT",6.1090165586231e-56,-0.657821296595643,0.941,0.987,9.17757557601949e-52,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","RASD1",1.33395138239789e-55,3.65249227054292,0.405,0.066,2.00399516177635e-51,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","REPS1",1.8244711830615e-55,-1.61225627710098,0.265,0.628,2.74090305831329e-51,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","AZGP1",2.25574488534903e-55,-0.413689992451043,1,1,3.38880554125985e-51,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","IL32",4.41070296981969e-55,0.804301829298695,0.998,0.972,6.62619907156012e-51,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","APOC2",5.70294444542098e-55,-0.312584461112745,1,1,8.56753344035594e-51,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","STARD10",7.83465816271212e-55,-0.596263448373044,0.979,1,1.17700069578424e-50,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","GNE",8.94463242458985e-55,-1.44333767377153,0.331,0.684,1.34375212914613e-50,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","GOT1",9.46476878975259e-55,2.13035552232322,0.827,0.599,1.42189221528453e-50,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","DMGDH",1.01911019497327e-54,-1.2265486696133,0.45,0.784,1.53100924590835e-50,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","CST3",9.57400144195303e-54,-0.440796273808706,0.999,1,1.4383022366246e-49,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","ADRA1A",1.95994173259149e-53,-0.915887283239778,0.674,0.927,2.9444204648722e-49,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","GBP1",3.61658831758502e-52,2.31733788810494,0.565,0.233,5.43320062950797e-48,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","FADS2",1.35301377418507e-51,-1.30000620446953,0.301,0.673,2.03263259295824e-47,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","CYP21A2",4.14860590907202e-51,3.01118638702294,0.392,0.068,6.2324506571989e-47,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","XPNPEP2",7.68320413057591e-51,-5.17434646209426,0.007,0.235,1.15424775653642e-46,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","HLA-E",1.37577778247568e-50,0.692039596219421,0.991,0.946,2.06683096261322e-46,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","GABARAPL1",1.09996009533738e-49,0.840347946333062,0.966,0.91,1.65247005122534e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","SLC40A1",1.99013323267151e-49,-0.582234582097214,0.97,0.996,2.98977715544241e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","EPHX1",1.99217216530542e-49,-0.556692853129482,0.969,1,2.99284024393833e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","F2",3.31900840220618e-49,-0.432374018638026,0.999,1,4.98614632263435e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","ORM2",4.33813164558766e-49,0.410627019432019,1,1,6.51717517116634e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
