"","rowname","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","condition","TFH","GC","HumoralImmunity","GC_TFs","TF_TFs","GCZones","cd40Signaling","nfkbactivation","ProliferationdarkZoneBcells","otherMarkers","calciumsignaling","BCRgenes","memoryBcells"
"7700","NAT2",5.92578957841865e-05,-0.188125257382378,0.454,0.568,0.890231368365834,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7701","CTNNAL1",5.97442146433596e-05,0.487266907019394,0.271,0.198,0.897537336587191,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7702","FZD4",5.98738386256342e-05,-0.394601881705857,0.209,0.285,0.899484677672902,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7703","BYSL",6.00125066931328e-05,0.878139244688191,0.115,0.064,0.901567888050934,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7704","NHLRC3",6.00171388704965e-05,-0.578004950008715,0.112,0.17,0.90163747725147,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7705","TANK",6.01877083403155e-05,-0.328961965671466,0.291,0.373,0.90419994239656,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7706","LAMTOR2",6.10414640324618e-05,-0.282446212993021,0.366,0.457,0.917025914159674,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7707","DPH5",6.11776126064906e-05,-0.513728600324112,0.142,0.206,0.919071274187309,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7708","SSR2",6.1194672109404e-05,-0.210773620347888,0.505,0.616,0.919327559099576,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7709","ASTN2",6.14479522227118e-05,-0.892515573333595,0.052,0.095,0.923132586241799,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7710","CDC16",6.18571196546932e-05,-0.268692738082995,0.519,0.601,0.929279508572456,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7711","ARID1A",6.20149427752925e-05,-0.379528651395788,0.301,0.383,0.931650485313219,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7712","TMCO3",6.2225851559165e-05,0.774006557027179,0.154,0.096,0.934818967973336,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7713","PIBF1",6.29879126005318e-05,-0.668682617637932,0.097,0.152,0.94626741099779,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7714","SLTM",6.35850442055216e-05,0.419472575719339,0.471,0.409,0.955238119099551,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7715","VEGFA",6.37246922568079e-05,0.209170574329623,0.844,0.807,0.957336051774025,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7716","FAM53C",6.38648659101584e-05,0.664432551217965,0.193,0.13,0.959441880568309,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7717","AKIRIN1",6.41471797642433e-05,0.432085049241838,0.386,0.31,0.963683081598228,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7718","WASL",6.42487177661215e-05,-0.301833243368499,0.329,0.419,0.965208487000444,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7719","SERTAD3",6.46767726571403e-05,0.79406783163456,0.148,0.091,0.971639155628219,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7720","UBQLN4",6.47992206924731e-05,0.433324033324162,0.382,0.309,0.973478692463024,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7721","ATP5IF1",6.48584628278009e-05,0.223948789860203,0.958,0.954,0.974368687062053,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7722","PGD",6.49329951269912e-05,-0.188048826852378,0.721,0.804,0.975488385792789,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7723","NUDT4",6.52796566392522e-05,-0.67095780347596,0.08,0.131,0.980696281691485,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7724","CHD6",6.53387984075611e-05,-0.431864947407136,0.214,0.288,0.98158476847679,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7725","UNC5CL",6.54507915157583e-05,0.783765276253054,0.166,0.107,0.983267240941237,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7726","NUP58",6.55331332148646e-05,-0.437290983157544,0.238,0.312,0.984504260286911,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7727","PLOD3",6.56744472006003e-05,0.532088111286781,0.273,0.202,0.986627220294619,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7728","TDRP",6.57579552345327e-05,0.506284717552006,0.327,0.257,0.987881761488384,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7729","FRS2",6.6163624055417e-05,-0.43471209508001,0.198,0.27,0.993976124184529,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7730","RAB11A",6.6190282927424e-05,-0.249277613196869,0.51,0.601,0.99437662041869,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7731","RECQL5",6.64483501690216e-05,-0.382388305535029,0.168,0.238,0.998253564589211,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7732","KIAA0930",6.67658073691835e-05,0.481195063656314,0.383,0.315,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7733","TTC7A",6.75706849422688e-05,0.687315819284411,0.218,0.154,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7734","CLK4",6.79657521411213e-05,-0.523662653138866,0.142,0.206,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7735","ANKHD1",6.80118954680046e-05,-0.160570548631946,0.764,0.833,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7736","TRMT1L",6.81513397813758e-05,-0.430225791436579,0.211,0.283,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7737","IMPDH2",6.83362718876718e-05,-0.406982348800504,0.232,0.307,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7738","IER5",6.8372068571249e-05,0.725361549860297,0.204,0.141,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7739","ELL3",6.84011733242229e-05,-1.67541745166666,0.01,0.032,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7740","CWF19L2",6.852295749774e-05,-0.493419617923772,0.153,0.22,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7741","SAA4",6.86929702698454e-05,0.235248391209696,0.974,0.975,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7742","KANSL1",6.87644131444458e-05,-0.490774896668209,0.17,0.237,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7743","RNF214",6.89015988835989e-05,-0.455745865175753,0.174,0.243,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7744","ANKRD36",6.89559996179967e-05,-0.744958384919737,0.064,0.111,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7745","USP30",6.93594964161946e-05,-0.861151402424259,0.053,0.096,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7746","WBP11",7.01025881035021e-05,-0.31574074905074,0.29,0.375,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7747","LTB",7.05762154908634e-05,0.918006627802693,0.101,0.053,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7748","PRRC2A",7.09369043787068e-05,0.442484377780605,0.436,0.369,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7749","FRMD4B",7.09935282709571e-05,-0.350990814712873,0.25,0.33,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7750","TUBGCP6",7.10106802825475e-05,-0.268018446714986,0.373,0.465,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7751","ZNF680",7.15083961141543e-05,-0.201103179146949,0.334,0.43,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7752","KLHDC9",7.16499020627448e-05,-0.737903627385786,0.069,0.117,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7753","SNX20",7.25772887261263e-05,1.25504161508026,0.067,0.028,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7754","STON2",7.26956540310355e-05,0.58446424651455,0.204,0.14,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7755","TOMM6",7.27983296640497e-05,-0.325067036300214,0.317,0.401,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7756","FMN1",7.36509441885602e-05,-1.16669053677259,0.025,0.057,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7757","GPSM3",7.54443417740958e-05,0.576969709967626,0.206,0.141,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7758","SYNPO",7.56059036125655e-05,0.294569979266901,0.516,0.443,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7759","FANCC",7.57419736398234e-05,-0.5352397936184,0.113,0.172,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7760","EIF2B1",7.61193285225371e-05,-0.266821085617113,0.322,0.414,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7761","NCDN",7.63610068724201e-05,0.788178392811398,0.142,0.086,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7762","EPOP",7.77062589713154e-05,1.46774064021287,0.052,0.019,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7763","EGLN2",7.83407439866092e-05,0.426238273758624,0.465,0.4,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7764","UBE2A",7.84917483033951e-05,0.489718516196707,0.362,0.295,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7765","UBTD1",7.91070146904074e-05,0.879532479988057,0.122,0.07,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7766","GSR",7.92907792993626e-05,-0.292165963645475,0.371,0.462,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7767","DCAF7",7.94554171375802e-05,0.366032991826843,0.483,0.423,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7768","ROMO1",8.06160802420309e-05,0.284345029538799,0.737,0.707,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7769","CETP",8.12691798186617e-05,0.853727834420622,0.158,0.101,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7770","PBK",8.17899429725415e-05,1.61649807415426,0.042,0.012,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7771","ZNF692",8.19612720795611e-05,-0.403454751695614,0.196,0.269,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7772","SLC4A2",8.21143572598657e-05,0.445895637496671,0.459,0.4,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7773","PRKD1",8.25144767783739e-05,-0.85271456527562,0.06,0.104,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7774","NOA1",8.26285787050532e-05,-0.664038389536169,0.093,0.146,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7775","PAIP2",8.46857875737174e-05,-0.228204925985293,0.405,0.5,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7776","PHYHIPL",8.48980257207944e-05,-1.17026421965241,0.025,0.056,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7777","TBC1D9B",8.61858396717507e-05,0.340388845752211,0.556,0.491,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7778","NBDY",8.62395678715216e-05,-0.659382653213663,0.106,0.16,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779","PKHD1L1",8.64495347065595e-05,-1.83111502866945,0.007,0.027,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7780","CTNNA3",8.72352513387626e-05,-0.633597275972033,0.074,0.123,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7781","VDAC1",8.74961746455596e-05,0.1937625485902,0.869,0.847,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7782","S100A11",8.76985539031686e-05,0.526024364751514,0.354,0.289,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7783","ALYREF",8.79792232828902e-05,0.49954473802246,0.268,0.196,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7784","NDUFV1",8.82050116418208e-05,0.17509345876402,0.91,0.902,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7785","LNX1",8.83711054092294e-05,-0.785600369417082,0.061,0.106,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7786","WDR1",8.85126342585774e-05,0.377229054089751,0.513,0.463,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7787","TAP2",8.95206201070358e-05,0.534077615774404,0.4,0.343,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7788","INTS8",8.95374679737873e-05,-0.380758637244127,0.171,0.241,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7789","FYB1",8.97216497438147e-05,0.623986336469113,0.243,0.178,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7790","PNRC1",8.98106549286141e-05,-0.217743772689031,0.57,0.654,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7791","RBKS",8.9818124159239e-05,-0.33763879880173,0.258,0.338,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7792","SYNGR2",8.98548262464648e-05,0.40192298442745,0.44,0.375,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7793","CFAP70",8.98797797650531e-05,-0.706612073270254,0.067,0.114,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7794","SYPL1",9.01172492787628e-05,-0.460504995451037,0.192,0.26,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7795","TLE5",9.02602244400805e-05,0.177100191514664,0.891,0.874,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7796","COPS2",9.02667328827082e-05,-0.271607874816492,0.378,0.47,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7797","DOK2",9.07827499329518e-05,0.789963433301824,0.158,0.101,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7798","LMO2",9.08782436262322e-05,0.697263943685337,0.165,0.106,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7799","PSMD10",9.09172405132417e-05,0.542753994629713,0.345,0.28,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7800","PTPRH",9.10193776533072e-05,0.870506204198763,0.13,0.078,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7801","TTYH3",9.17056572539515e-05,0.560575271716957,0.265,0.199,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7802","ARPC3",9.18839051126838e-05,0.29985203657431,0.627,0.588,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7803","MMP7",9.18893593563934e-05,-1.32286612810694,0.024,0.054,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7804","TSNAXIP1",9.22262455528812e-05,-1.29339500961578,0.019,0.047,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7805","UBIAD1",9.27044077219144e-05,0.620881209631053,0.241,0.177,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7806","PTPRE",9.34256747405835e-05,0.792698401023062,0.163,0.106,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7807","DNMT1",9.35986226389103e-05,0.573998143436335,0.241,0.174,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7808","PPWD1",9.39312247423575e-05,-0.395860088866904,0.216,0.29,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7809","GNAI3",9.41670784014018e-05,0.399182590752343,0.484,0.428,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7810","PCGF1",9.46922577851752e-05,-0.601568421779395,0.093,0.146,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7811","DCLRE1A",9.48567514048385e-05,-0.65932831339404,0.099,0.153,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7812","SFT2D3",9.49502471888824e-05,-0.425576972142721,0.145,0.21,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7813","MAPK4",9.54069416711315e-05,2.10748442666641,0.031,0.006,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7814","IFT46",9.55628681772691e-05,-0.542870060038378,0.139,0.2,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7815","MYL9",9.58192952846759e-05,0.54931336706476,0.374,0.312,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7816","CDC73",9.62451283891446e-05,-0.410751960253938,0.187,0.257,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7817","BCL2L11",9.62837746104237e-05,0.63305325737564,0.272,0.207,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7818","TMEM184C",9.67221095972741e-05,-0.38807769119795,0.291,0.369,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7819","ZC3H13",9.7608528143964e-05,-0.183859199805735,0.524,0.627,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7820","GSTP1",9.76864971146466e-05,0.528425858009588,0.347,0.283,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7821","ATAD3C",9.85393255696068e-05,-0.729457291379549,0.074,0.122,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7822","C1RL",9.9064239492415e-05,-0.297022405120269,0.368,0.454,1,"Midzone_RejectorDSA",NA,NA,"HumoralImmunity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7823","HTT",9.95826084042816e-05,0.479672508612711,0.4,0.341,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7824","FAM120A",9.96610135281479e-05,0.281513826441454,0.686,0.637,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7825","SLX4IP",9.97202992912569e-05,-0.620176760209711,0.076,0.125,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7826","LRRC28",0.000100423069552927,-0.535007942265407,0.139,0.2,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7827","HIST1H2BJ",0.000100573067914521,1.19364107041612,0.076,0.036,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7828","ADCY4",0.000101727438989783,-1.00799279075353,0.044,0.083,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7829","PGAM5",0.000102792269237638,0.758643670089019,0.145,0.09,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7830","LYRM9",0.000103071628218362,-0.985966484423532,0.039,0.075,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7831","PPM1M",0.000103590877254136,0.726910336955783,0.131,0.078,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7832","MAGIX",0.000104283304774608,-0.666204273505326,0.07,0.117,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7833","LETMD1",0.000104425451439877,-0.337988166909008,0.388,0.468,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7834","C19orf44",0.000105616806930161,-0.966172615058904,0.042,0.08,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7835","PLEK2",0.000106489864576428,-0.360509205474316,0.213,0.288,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7836","SLC28A1",0.000106611850476665,-0.204555156672765,0.577,0.675,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7837","ADAM9",0.000107032884234641,0.750999109742674,0.142,0.088,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7838","MEIS2",0.000107741030661815,-0.603993562927135,0.118,0.175,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7839","SLC5A1",0.000108525958544841,-1.47365636310234,0.012,0.035,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7840","AIMP1",0.000108901478433714,-0.333285119674269,0.27,0.349,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7841","TENM1",0.000109457047022607,-0.298630996923133,0.37,0.453,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7842","PACS1",0.000109804405947102,0.722167625507561,0.152,0.096,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7843","IMMP2L",0.000111392773656777,0.613189897880379,0.196,0.135,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7844","NEMF",0.000112048786672794,-0.265489013045895,0.322,0.412,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7845","CFAP69",0.000112591932244384,-1.05308068028207,0.038,0.074,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7846","ANO5",0.000112987129500667,0.923294459162455,0.096,0.051,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7847","FXR1",0.000113178722292671,-0.213217928945109,0.502,0.601,1,"Midzone_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
